0.89664,-0.32772
-0.2154,-0.30279
-0.76154,1.9852
-0.22321,1.0031
0.46763,-0.24458
0.46238,0.069639
0.98567,-0.53237
0.86284,0.083886
2.0331,-0.24626
-0.35131,0.86368
-0.83224,-0.23362
2.0335,1.0891
-0.047256,-0.1735
-2.009,0.099949
-0.99867,0.055556
-0.51373,0.60608
-0.29434,-0.02781
0.1799,-0.60972
0.12248,0.38176
0.48061,0.70716
-0.40255,-0.75891
1.1947,-0.12211
-0.97893,0.20162
1.1202,0.57369
-1.8361,-0.58553
1.0452,-0.3649
-0.38175,-1.9817
1.2663,-0.0071162
0.8019,1.5452
0.49831,-1.2662
1.0864,-1.594
0.37047,-1.1271
-0.55203,-1.1715
0.21693,0.16389
0.56468,0.47614
-1.723,0.77143
1.7449,0.19955
0.095186,1.1693
-0.7073,-0.021888
-0.91911,-1.0558
0.11237,-0.058434
-0.011912,-1.3175
0.60858,0.068852
-1.2239,0.057177
0.063611,0.23072
-0.7607,0.26834
-0.99591,0.88415
-0.52718,-0.41629
1.3167,1.1291
1.5791,0.095874
-0.16517,-1.4127
1.9779,-1.2509
-1.4138,-0.93745
0.36976,0.36212
1.8905,1.2475
-0.51801,-0.18227
-1.4769,1.297
1.5669,1.246
1.5331,-0.37083
0.93067,1.0937
-0.44766,1.0984
1.2106,1.3943
0.69863,1.1283
-0.86025,1.9179
0.11142,-0.32668
-0.34132,-1.2155
1.6398,-1.5196
-0.16562,-1.3031
-0.033203,1.688
0.91607,-0.52223
-1.303,1.8775
-2.5502,-2.1175
0.58935,0.42607
-0.83714,0.61281
-0.0031388,-0.71908
0.22874,-0.048741
0.87556,0.15855
-0.69184,2.6035
-1.5907,-0.97312
-0.32078,1.7578
-0.45736,-1.1858
-0.7614,-1.4136
-1.5978,0.97574
1.136,0.60655
-0.090199,0.99953
0.42632,-1.1197
1.3324,-0.5356
-0.78662,-0.30274
0.42566,-0.89192
1.2138,-0.50685
0.23282,-0.35045
1.2321,-0.50529
0.018559,-1.0595
1.3439,1.6779
-0.021746,0.975
-0.62574,-1.2967
0.92906,0.76833
-1.8751,-0.47428
-1.948,-0.19471
1.0843,1.86
6.7986,14.377
4.7426,9.6257
17.484,9.428
15.389,8.872
13.309,14.095
8.3287,9.7154
9.4727,7.3058
9.8736,8.672
12.216,10.867
10.198,11.423
9.1373,9.2078
7.5121,16.269
10.994,13.214
13.287,11.334
9.9458,12.911
6.7325,11.081
15.923,11.211
10.687,14.287
14.807,10.106
7.9286,12.093
11.717,10.79
9.312,6.1515
12.253,2.3628
3.8127,8.4649
6.7282,12.905
10.744,9.2438
4.7617,14.173
14.029,8.7323
11.228,10.508
7.4975,6.0418
11.82,10.033
9.5956,6.1812
8.4098,10.21
7.3616,10.162
18.779,12.824
11.917,11.434
6.0852,3.9401
8.106,10.618
9.191,11.142
15.421,12.74
12.886,13.512
3.2252,14.589
7.8044,8.059
8.3888,7.1393
14.813,7.1956
5.5342,3.8512
10.285,7.3497
12.2,4.2491
9.4188,11.929
6.6221,5.9514
6.7509,9.8799
12.582,8.953
12.803,12.206
11.376,8.6947
7.1272,9.6573
9.5368,11.37
10.95,11.168
7.2767,9.7135
10.417,9.0875
5.394,10.502
7.8543,8.8487
9.903,15.488
13.467,9.0362
4.8831,7.2675
11.935,11.649
6.2874,12.326
13.172,10.88
14.341,13.226
6.7062,11.313
12.133,10.069
9.7502,5.6284
7.5651,3.5771
9.4346,12.389
8.5941,9.4516
11.435,13.009
7.1394,8.3478
10.458,10.48
6.1951,7.7081
11.216,13.509
12.793,7.3559
9.8288,12.601
8.5159,8.1262
15.291,4.6371
4.7243,15.611
6.3923,8.3525
9.942,7.4169
2.4558,11.673
4.5384,5.5448
7.2165,6.8359
9.4641,12.608
8.5322,12.02
6.6605,7.4718
9.298,9.5089
9.1287,3.5122
11.857,8.9215
9.1229,9.2558
12.625,9.2036
9.2635,7.944
11.815,10.682
14.768,8.4096
