-0.31963,0.50228
-1.1267,-1.7412
0.027702,0.72197
-0.091946,0.64026
1.0107,-1.2013
1.2939,-0.65927
-0.55417,-0.6083
-0.13014,0.51021
0.31814,1.4806
0.42185,0.2389
0.39611,1.2736
-0.83708,-0.57624
0.66389,0.21437
1.0756,1.3831
1.4835,-0.46498
-2,0.42365
-2.3464,0.20763
0.096777,-0.07072
0.26625,0.3231
-0.55302,-0.859
0.19457,0.41303
-0.77943,1.1049
-0.30644,0.11723
-0.10818,1.1568
-0.070612,0.26967
0.4463,-1.2106
-1.0113,0.38516
1.9217,-0.65879
-1.17,1.0555
-0.69808,-0.17865
0.45481,-0.48382
-0.1014,-1.6216
0.7641,1.1481
-0.5885,0.025805
-0.025543,-0.68848
0.18766,-0.73367
-0.7375,-1.8067
0.84628,-1.4904
1.1665,0.29678
0.47448,-1.4607
0.6364,-2.229
0.36666,0.17468
-0.63915,0.84072
-1.0783,1.6701
0.68876,-0.69115
-0.7715,-0.44549
0.074266,-0.31137
0.21902,1.1281
0.13018,-0.80757
1.1551,-0.91514
1.2567,1.1177
-0.60182,2.4232
1.1823,-1.668
-0.7997,0.393
1.0408,-1.8619
0.42391,-1.2575
-0.91416,0.28243
-1.5657,-0.29116
-0.013003,0.46651
0.4409,-0.41193
0.68896,-0.16337
0.89837,1.1429
-0.95036,0.58459
-1.7513,1.3448
-0.79491,0.016118
2.8614,-0.062792
0.12612,-1.073
0.82352,0.0082939
-0.39011,-0.67789
-0.20656,-1.7501
0.61203,1.8157
0.70263,0.11526
1.6397,-2.1858
-0.2594,2.1999
0.5566,-0.20927
0.073683,0.39338
-1.0912,0.15283
-0.1011,0.40116
0.75978,2.2076
-1.345,0.26554
-1.2434,-0.86632
-0.022609,-0.92653
0.74441,-0.96743
0.74182,0.91455
-1.478,0.55493
0.68491,1.1224
-1.8279,0.27393
-0.40397,-1.0452
1.1886,1.0143
0.67882,0.2719
-0.53275,1.3356
0.65252,-0.56424
-0.47816,-0.40264
-1.5553,2.6795
-0.38872,0.51589
-0.11152,0.046269
-0.78207,-0.10101
-0.20063,0.52228
-2.5777,-0.45929
1.088,-0.0093825
7.7951,9.544
5.6237,14.007
9.4366,9.3366
8.7555,5.0921
7.4064,12.482
15.601,10.185
6.1704,10.866
9.4062,9.5451
10.688,11.023
15.955,5.6427
9.7151,7.4627
15.248,13.748
6.7049,9.7629
4.6627,12.96
9.1348,8.2327
9.3327,10.956
11.792,11.32
12.112,11.126
12.506,7.1544
5.6266,6.7659
16.039,11.358
13.589,10.028
6.9053,3.072
13.709,7.9385
11.582,9.3024
7.4355,8.4812
9.2217,10.968
13.537,13.112
14.206,9.4162
7.7534,12.91
8.557,7.21
12.018,11.885
7.1362,16.836
9.6618,12.002
12.318,10.444
7.9212,10.037
11.23,13.059
4.1325,7.6407
15.161,10.339
10.511,11.923
2.6076,4.3225
4.0119,9.376
10.935,7.1141
11.029,9.5881
14.808,12.382
8.4785,9.4933
4.7993,6.1993
6.1794,8.1158
12.153,6.6671
7.3497,6.681
11.075,13.108
5.4037,10.823
13.278,8.025
8.7356,9.7446
8.0443,16.133
8.6829,15.916
12.387,10.092
13.277,9.0091
12.854,8.8812
12.136,13.047
12.936,4.6348
12.057,5.6199
12.63,7.6488
3.2963,9.7336
12.862,7.1072
6.9835,13.173
9.5072,6.1745
13.722,16.752
8.1155,3.8989
11.658,9.3959
8.9595,11.958
10.282,6.1898
9.8081,8.0164
10.733,8.7051
9.9554,15.47
10.846,7.7453
11.013,10.625
11.107,11.322
8.9286,14.847
9.3309,5.1312
11.768,6.0781
13.53,15.754
15.908,12.076
12.063,12.029
10.425,5.2845
10.795,13.516
10.523,10.145
11.246,13.697
8.3314,9.7161
11.363,10.626
15.226,9.5305
8.5352,10.706
10.131,3.5955
9.868,3.3399
12.569,10.32
8.672,9.4525
9.9734,10.99
11.681,5.8761
10.165,7.1182
11.573,7.2002
